food_id,food_name,arabic_name,category,cuisine,serving_size_g,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,potassium_mg,calcium_mg,iron_mg,magnesium_mg,cholesterol_mg,vitamin_a_mcg,vitamin_c_mg,vitamin_d_mcg,vitamin_b12_mcg,zinc_mg,phosphorus_mg,water_g,is_vegan,is_vegetarian,is_halal,glycemic_index,meal_type,country
4770,Quinoa (Steamed),,Grains,International,80,145.7,4.3,29.4,1.8,6.6,16.5,6,735,489,7.0,173,0,736,19.9,6.7,5.25,3.08,211,40.6,true,true,true,90,Snack,USA
4771,Mahshi Warak Enab (Baked),,Egyptian,Egyptian,300,642.6,31.9,74.8,28.8,4.9,3.5,694,781,158,7.8,246,201,897,56.1,5.0,5.66,3.33,229,23.2,false,false,true,55,Snack,Egypt
4772,Apple (Restaurant Style),,Fruit,International,100,57.1,1.0,13.1,0.4,7.4,11.8,176,308,90,7.7,37,0,1322,107.2,10.4,0.54,6.87,97,26.2,true,true,true,43,Dinner,Mexico
4773,Bulgur (Raw),,Grains,International,200,341.8,10.2,80.2,4.0,11.1,12.3,927,830,214,1.2,182,0,362,99.5,2.9,3.91,3.07,598,54.1,true,true,true,24,Breakfast,USA
4774,Cashews (High Protein),,Nuts,International,75,474.8,16.2,12.2,37.3,0.5,13.9,300,614,133,0.3,85,366,222,61.7,3.4,0.78,3.74,697,92.8,true,true,true,44,Dinner,Turkey
4775,Sugar Cane Juice (Premium),,Egyptian,Egyptian,75,173.0,8.6,17.6,6.4,9.2,17.7,497,769,182,8.4,81,73,265,51.0,10.3,0.64,7.49,497,36.8,false,false,true,67,Lunch,Egypt
4776,Spinach (Raw),,Vegetable,International,200,64.9,4.3,13.7,0.6,3.1,3.4,333,579,191,6.7,151,0,549,18.2,9.7,2.09,1.76,47,23.8,true,true,true,94,Lunch,Turkey
4777,Barley (Boiled),,Grains,International,80,136.1,4.2,27.6,1.4,8.9,6.1,110,557,87,8.7,138,0,1179,111.6,3.8,4.7,3.62,55,36.1,true,true,true,33,Breakfast,Japan
4778,Pepper (Homemade),,Vegetable,International,80,31.1,1.6,6.3,0.2,3.0,13.4,791,872,397,8.4,7,0,1200,129.3,11.6,1.46,5.56,218,39.5,true,true,true,77,Dinner,USA
4779,Mahshi (Cooked),,Egyptian,Egyptian,50,116.9,4.7,10.0,4.8,9.0,12.0,853,1067,77,6.3,212,125,311,83.1,8.5,2.38,5.12,626,49.9,false,false,true,59,Breakfast,Egypt
4780,Whole Wheat Bread (With Sauce),,Grains,International,100,170.1,5.7,33.8,1.9,3.8,10.4,135,613,128,0.3,25,0,455,101.6,8.9,0.43,4.62,583,65.5,true,true,true,52,Breakfast,Italy
4781,Cottage Cheese (Boiled),,Dairy,International,150,201.9,10.9,9.5,9.9,1.3,7.8,1060,840,72,9.1,30,307,640,93.9,0.3,7.41,5.25,626,62.2,false,true,true,50,Breakfast,Japan
4782,Lamb (With Vegetables),,Protein,International,180,392.2,45.4,2.0,20.3,3.2,5.6,610,843,213,7.6,44,159,208,113.6,7.7,1.01,7.77,186,24.5,false,false,true,47,Snack,USA
4783,White Rice (Spicy),,Grains,International,200,315.3,10.3,61.4,3.4,9.5,16.7,287,369,250,2.3,25,0,1194,25.7,8.7,3.5,4.76,519,39.0,true,true,true,91,Snack,France
4784,Peanuts (Steamed),,Nuts,International,180,1151.2,41.4,29.1,94.0,3.5,6.8,435,199,332,9.2,158,254,1228,125.0,10.9,1.68,5.04,303,79.6,true,true,true,85,Lunch,Italy
4785,Mombar (Restaurant Style),,Egyptian,Egyptian,50,99.2,5.6,10.8,4.3,0.2,15.6,618,1082,368,5.6,9,91,314,114.2,0.5,0.22,3.94,481,91.0,false,false,true,83,Breakfast,Egypt
4786,Bulgur (With Vegetables),,Grains,International,120,205.8,6.3,43.0,2.6,3.7,7.3,854,111,386,7.5,87,0,1298,39.5,11.7,5.2,1.3,430,23.4,true,true,true,77,Snack,Italy
4787,Peas (High Protein),,Vegetable,International,90,32.4,1.7,6.7,0.3,10.9,7.6,1124,601,262,9.8,121,0,258,29.6,3.1,5.56,2.41,430,76.6,true,true,true,29,Lunch,Mexico
4788,Bulgur (Spicy),,Grains,International,50,85.2,3.0,15.1,1.1,8.8,18.0,191,388,331,5.1,5,0,221,121.8,7.3,5.44,3.77,41,22.1,true,true,true,54,Snack,France
4789,Peanuts (Restaurant Style),,Nuts,International,300,1788.5,66.6,53.4,170.8,0.0,15.9,590,155,229,7.4,85,152,1482,5.4,2.9,3.29,1.87,429,40.2,true,true,true,36,Lunch,Mexico
4790,Pepper (Cooked),,Vegetable,International,100,34.2,1.7,7.4,0.3,8.0,9.6,1002,690,392,1.0,168,0,1121,137.7,2.8,7.37,6.59,388,74.3,true,true,true,25,Snack,Mexico
4791,Peanuts (Steamed),,Nuts,International,50,312.1,9.4,9.5,23.0,2.2,1.9,1022,823,240,1.3,53,2,268,52.1,8.4,1.48,7.41,293,47.1,true,true,true,85,Snack,India
4792,Salmon (Grilled),,Protein,International,120,271.2,30.3,1.2,13.3,6.2,15.4,829,869,84,9.5,107,377,380,124.6,8.5,3.93,5.76,602,34.5,false,false,true,39,Breakfast,France
4793,Oats (Spicy),,Grains,International,180,333.9,9.9,56.7,4.1,4.9,19.5,574,97,462,0.3,100,0,985,110.1,6.1,6.54,0.45,97,37.2,true,true,true,34,Snack,India
4794,Tuna (Traditional),,Protein,International,80,178.3,19.1,0.7,8.6,0.6,3.8,581,702,193,1.8,147,28,618,127.2,8.6,2.36,7.6,672,77.7,false,false,true,37,Dinner,Mexico
4795,Almonds (Cooked),,Nuts,International,75,479.2,14.9,13.9,38.4,1.9,7.0,1153,1106,318,8.5,221,225,379,115.3,10.4,4.95,6.35,310,84.8,true,true,true,81,Lunch,Italy
4796,Spinach (Spicy),,Vegetable,International,150,58.5,2.8,11.3,0.4,4.7,0.9,880,1161,91,3.7,105,0,1401,21.8,6.2,6.38,3.76,330,79.9,true,true,true,29,Dinner,India
4797,Cabbage (Grilled),,Vegetable,International,300,114.2,6.4,22.0,0.8,8.4,0.1,357,484,291,9.5,81,0,1265,135.1,8.5,5.41,0.64,507,92.8,true,true,true,68,Dinner,Japan
4798,Mozzarella (Roasted),,Dairy,International,90,114.7,7.9,6.0,6.1,8.7,6.8,17,630,312,3.6,89,23,185,2.8,4.2,2.27,2.27,24,67.3,false,true,true,29,Snack,France
4799,Shrimp (Cooked),,Protein,International,200,414.4,42.3,1.8,20.8,10.6,12.0,1043,772,262,9.3,116,32,293,11.7,2.6,3.4,7.86,294,82.6,false,false,true,53,Snack,Mexico
4800,Cashews (Roasted),,Nuts,International,150,941.3,30.2,26.3,64.2,9.6,8.3,78,181,288,5.3,118,143,376,48.4,7.2,6.48,5.44,563,85.1,true,true,true,73,Snack,India
4801,Peas (With Sauce),,Vegetable,International,120,45.9,2.1,8.1,0.3,5.1,15.5,10,1055,228,8.8,27,0,1060,82.1,3.9,4.05,0.45,239,49.3,true,true,true,37,Snack,Japan
4802,Hazelnuts (Homemade),,Nuts,International,250,1706.3,53.3,47.5,127.7,4.1,12.7,939,973,79,0.4,84,82,170,149.0,11.9,4.97,1.71,528,92.2,true,true,true,83,Dinner,Italy
4803,Turnip (Baked),,Vegetable,International,75,24.0,1.4,5.9,0.2,2.9,17.3,952,383,104,7.6,214,0,35,81.9,10.5,7.39,1.17,630,81.6,true,true,true,71,Snack,France
4804,Brown Rice (Fresh),,Grains,International,50,80.5,3.4,16.7,1.1,6.4,2.8,223,539,292,2.9,65,0,318,144.6,7.6,6.86,4.96,612,61.8,true,true,true,67,Dinner,Japan
4805,Labneh (With Rice),,Dairy,International,80,87.1,6.9,4.5,5.1,6.9,9.3,517,574,439,5.1,161,210,354,40.7,1.6,0.8,4.55,608,24.3,false,true,true,56,Breakfast,Italy
4806,Banana (Roasted),,Fruit,International,75,46.1,0.7,11.1,0.3,3.8,7.3,877,604,297,7.3,165,0,326,106.3,5.8,2.62,4.61,324,79.5,true,true,true,61,Breakfast,Turkey
4807,Corn (Premium),,Vegetable,International,250,90.3,5.0,18.2,0.8,8.6,1.3,746,55,441,9.0,170,0,463,80.7,3.8,1.85,6.97,136,30.2,true,true,true,94,Lunch,India
4808,Feta (Grilled),,Dairy,International,250,275.2,18.8,14.9,15.2,6.2,7.6,428,695,349,5.5,191,58,623,123.0,9.8,0.23,0.98,170,48.5,false,true,true,38,Snack,Italy
4809,Guava (Fried),,Fruit,International,180,120.1,1.6,26.4,0.6,1.8,3.5,939,180,124,5.8,91,0,136,29.8,8.8,1.81,5.97,212,20.8,true,true,true,57,Breakfast,USA
4810,Lean Beef (With Rice),,Protein,International,200,411.2,54.5,1.9,19.6,0.7,1.7,380,278,372,2.8,216,182,155,104.8,7.7,0.44,0.14,397,66.9,false,false,true,79,Snack,USA
4811,Cashews (Boiled),,Nuts,International,300,1878.0,53.0,48.7,128.7,9.2,15.8,285,887,472,2.1,59,276,312,51.9,11.7,0.05,1.08,618,35.0,true,true,true,39,Breakfast,India
4812,Salmon (With Vegetables),,Protein,International,120,220.3,26.3,1.1,13.2,6.1,10.7,569,76,168,7.6,59,246,861,42.3,3.8,5.01,5.66,581,38.4,false,false,true,84,Snack,Japan
4813,Shawarma Chicken (With Sauce),,Egyptian,Egyptian,50,120.8,4.8,12.0,4.8,8.1,7.9,406,603,346,2.2,9,4,815,139.8,3.0,3.92,6.48,101,77.7,false,false,true,68,Lunch,Egypt
4814,White Rice (Restaurant Style),,Grains,International,100,176.2,5.4,35.9,2.2,5.1,12.5,1137,534,49,6.4,244,0,402,57.9,6.2,7.54,7.89,311,50.5,true,true,true,44,Snack,Mexico
4815,Om Ali (Restaurant Style),,Egyptian,Egyptian,80,199.4,9.2,15.3,6.4,4.4,3.2,397,247,41,8.2,85,117,450,78.3,6.1,7.58,0.74,519,94.0,false,false,true,40,Breakfast,Egypt
4816,Melon (Boiled),,Fruit,International,250,135.9,2.3,41.5,1.0,3.6,1.4,1133,699,281,7.8,60,0,750,31.9,3.3,7.62,6.82,436,70.7,true,true,true,44,Breakfast,USA
4817,Almonds (Steamed),,Nuts,International,250,1443.8,55.0,38.4,129.1,0.3,2.8,739,228,320,0.8,130,394,92,69.9,10.6,6.23,3.61,298,27.4,true,true,true,46,Lunch,Turkey
4818,Lime (Organic),,Fruit,International,300,163.4,2.7,41.7,1.0,1.0,12.3,198,354,145,8.5,57,0,42,117.1,2.5,4.41,3.11,656,62.9,true,true,true,36,Lunch,Mexico
4819,Eggplant (Steamed),,Vegetable,International,75,27.6,1.6,5.5,0.2,2.4,7.8,102,885,345,7.1,118,0,1368,113.1,2.7,0.66,5.31,186,41.9,true,true,true,48,Lunch,Mexico
4820,Bulgur (Homemade),,Grains,International,75,119.9,4.7,28.0,1.3,8.7,8.3,347,864,468,8.7,194,0,717,35.3,9.2,6.31,2.94,134,72.9,true,true,true,91,Snack,Japan
4821,Chicken Thigh (Premium),,Protein,International,75,144.7,19.6,0.7,7.0,7.3,12.7,377,551,334,5.1,146,15,880,62.8,0.1,7.5,6.83,472,35.8,false,false,true,53,Snack,Japan
4822,Cheddar Cheese (Spicy),,Dairy,International,120,137.7,8.8,7.3,7.3,9.6,15.8,424,714,316,9.5,235,337,1262,5.2,7.7,0.38,4.27,40,91.9,false,true,true,64,Snack,France
4823,Pomegranate (Spicy),,Fruit,International,250,151.0,2.4,42.9,0.9,11.0,15.9,270,513,172,1.0,236,0,407,24.2,4.5,1.2,3.4,292,94.0,true,true,true,74,Breakfast,Italy
4824,Cottage Cheese (Traditional),,Dairy,International,80,104.1,7.1,5.4,4.5,7.8,7.0,558,395,262,2.5,60,137,1275,141.8,8.9,5.29,3.49,101,58.4,false,true,true,64,Snack,Italy
4825,Stuffed Pigeon (Fried),,Egyptian,Egyptian,80,172.6,7.4,18.4,7.4,0.7,2.6,726,506,302,4.2,175,265,882,100.0,6.2,2.64,7.88,521,77.1,false,false,true,80,Snack,Egypt
4826,Brown Rice (With Vegetables),,Grains,International,75,128.5,4.0,22.8,1.5,8.2,17.4,665,621,111,0.8,246,0,1204,64.5,3.3,3.28,0.4,108,28.1,true,true,true,59,Breakfast,France
4827,Cheddar Cheese (Homemade),,Dairy,International,150,188.7,11.5,10.1,9.7,11.2,15.9,902,696,242,2.8,228,105,687,70.2,10.3,4.2,6.18,317,27.5,false,true,true,35,Lunch,Turkey
4828,Radish (With Vegetables),,Vegetable,International,100,39.4,1.9,7.5,0.3,11.9,15.5,939,181,262,0.9,126,0,854,12.4,0.1,0.74,3.51,421,66.9,true,true,true,65,Breakfast,France
4829,Guava (Low Fat),,Fruit,International,100,68.2,0.9,13.6,0.4,9.1,7.3,1014,248,187,5.2,166,0,17,121.8,8.5,5.57,4.72,609,45.1,true,true,true,91,Breakfast,Italy
4830,Duck (With Vegetables),,Protein,International,300,545.5,65.1,3.1,29.5,4.0,4.2,863,915,185,7.5,16,314,341,121.2,9.6,7.26,5.05,79,47.3,false,false,true,41,Breakfast,Japan
4831,Broccoli (With Vegetables),,Vegetable,International,120,37.6,2.7,9.5,0.4,7.7,7.6,657,822,54,1.4,224,0,571,56.5,6.0,5.03,2.62,325,39.1,true,true,true,82,Lunch,France
4832,Feta (Boiled),,Dairy,International,90,123.2,6.2,6.0,5.6,1.4,3.2,464,104,59,0.8,37,304,1378,48.1,0.7,0.3,5.98,664,81.5,false,true,true,26,Dinner,Turkey
4833,Mozzarella (Grilled),,Dairy,International,150,190.8,10.5,8.4,9.6,2.7,3.5,826,1026,211,0.7,198,115,657,137.8,2.7,5.46,3.1,562,31.1,false,true,true,35,Lunch,Italy
4834,Feta (With Vegetables),,Dairy,International,250,336.2,20.4,16.5,13.4,1.7,15.6,212,801,485,1.4,66,168,837,66.3,10.2,1.47,1.18,621,30.3,false,true,true,77,Dinner,France
4835,Beans (With Vegetables),,Vegetable,International,250,85.6,4.5,16.7,0.7,3.1,12.3,139,371,356,0.1,106,0,752,0.7,2.3,5.03,6.02,23,87.1,true,true,true,58,Breakfast,France
4836,Almonds (Grilled),,Nuts,International,150,888.1,33.0,23.6,79.6,9.4,2.9,793,136,290,2.4,80,356,709,26.9,7.4,3.87,1.48,618,72.0,true,true,true,27,Lunch,Italy
4837,Lean Beef (High Protein),,Protein,International,100,227.2,23.6,1.0,11.0,11.5,19.1,173,596,345,7.9,222,310,906,136.8,6.3,7.61,7.99,85,79.9,false,false,true,42,Snack,France
4838,Barley (With Vegetables),,Grains,International,180,354.9,11.4,56.9,3.1,5.0,19.3,25,968,423,1.0,13,0,737,103.9,2.0,6.05,5.65,191,69.3,true,true,true,79,Lunch,Turkey
4839,Quinoa (Grilled),,Grains,International,50,83.4,3.1,18.3,1.1,5.9,3.7,951,499,494,8.1,240,0,905,130.9,4.5,6.54,5.51,392,82.5,true,true,true,20,Snack,Turkey
4840,Mozzarella (Fresh),,Dairy,International,180,195.3,13.5,9.4,9.4,4.0,0.5,721,956,54,8.9,199,91,764,64.4,3.4,7.54,6.85,528,28.8,false,true,true,36,Lunch,Turkey
4841,Pasta (Homemade),,Grains,International,250,398.3,14.2,82.1,4.6,7.8,3.0,249,1002,459,8.9,225,0,255,55.7,3.9,0.96,7.68,202,54.4,true,true,true,79,Snack,USA
4842,Walnuts (High Protein),,Nuts,International,80,538.8,15.7,13.7,43.1,11.2,3.2,716,791,18,7.7,244,132,400,52.0,11.7,6.12,4.72,320,65.8,true,true,true,49,Dinner,USA
4843,Hazelnuts (Fried),,Nuts,International,180,1241.1,32.7,36.8,79.4,3.6,5.6,711,267,349,7.2,190,303,1495,79.6,7.0,2.13,3.66,414,88.5,true,true,true,35,Snack,Turkey
4844,Alexandrian Liver (Premium),,Egyptian,Egyptian,90,199.6,8.8,22.5,7.7,0.2,12.7,641,507,327,2.3,114,132,659,149.8,2.7,3.41,1.75,453,57.1,false,false,true,72,Snack,Egypt
4845,Egg (Low Fat),,Protein,International,50,95.2,11.6,0.5,5.7,4.7,18.5,473,137,499,1.4,20,44,361,125.3,3.9,4.66,2.6,629,45.2,false,true,true,43,Lunch,Italy
4846,Greek Yogurt (Steamed),,Dairy,International,50,52.7,3.7,2.9,2.7,1.3,6.1,551,1134,496,9.7,113,318,281,24.1,9.9,5.02,2.36,57,56.2,false,true,true,53,Dinner,Japan
4847,Cottage Cheese (With Vegetables),,Dairy,International,120,128.6,8.4,7.7,7.0,9.6,7.4,39,843,10,4.5,226,128,754,68.8,9.4,6.44,6.81,90,25.7,false,true,true,40,Snack,India
4848,Tilapia (Roasted),,Protein,International,300,696.3,75.7,3.3,29.8,2.3,6.0,784,182,413,2.9,15,154,1094,63.2,5.9,0.22,4.2,31,62.0,false,false,true,21,Lunch,India
4849,Sugar Cane Juice (Organic),,Egyptian,Egyptian,100,218.6,9.1,21.4,10.3,8.9,19.4,1196,1060,392,3.4,44,151,1002,41.7,3.8,6.21,3.05,234,56.7,false,false,true,42,Dinner,Egypt
4850,Milk (With Vegetables),,Dairy,International,90,107.9,7.3,5.1,4.6,7.5,0.0,852,724,265,8.0,118,5,187,63.1,3.6,7.62,3.97,277,68.4,false,true,true,64,Dinner,USA
4851,Milk (Boiled),,Dairy,International,50,66.7,3.6,2.7,3.1,11.2,6.9,197,730,43,4.0,156,377,364,1.0,1.8,7.65,5.81,568,27.5,false,true,true,29,Breakfast,Turkey
4852,Turnip (Premium),,Vegetable,International,180,66.2,3.3,12.7,0.5,0.3,14.8,414,309,93,9.2,23,0,169,30.3,3.1,2.76,4.8,365,25.6,true,true,true,81,Breakfast,India
4853,Cottage Cheese (With Vegetables),,Dairy,International,50,59.3,3.5,2.7,3.1,1.6,10.4,486,942,317,0.6,218,286,1377,13.3,1.0,6.17,7.93,604,47.6,false,true,true,47,Snack,Japan
4854,Lean Beef (Fresh),,Protein,International,75,178.2,16.4,0.7,8.3,0.7,6.9,401,172,140,4.5,138,271,1232,67.4,8.7,6.43,2.42,403,50.7,false,false,true,68,Lunch,Japan
4855,Pasta (Cooked),,Grains,International,120,244.7,7.5,40.2,2.3,2.7,16.1,634,528,106,4.8,89,0,1193,64.4,1.1,1.48,2.33,293,40.1,true,true,true,41,Snack,India
4856,Spinach (Boiled),,Vegetable,International,180,67.6,3.7,12.3,0.5,1.5,3.8,69,258,106,3.7,100,0,1259,127.2,4.0,4.16,2.54,532,43.1,true,true,true,43,Breakfast,Japan
4857,Lean Beef (Raw),,Protein,International,80,184.6,20.1,0.7,8.7,1.5,18.1,685,873,411,8.0,249,300,890,129.1,2.7,2.6,5.73,70,72.1,false,false,true,87,Lunch,Italy
4858,Broccoli (Premium),,Vegetable,International,80,26.8,1.4,5.7,0.3,6.3,17.7,159,1154,287,3.5,121,0,31,28.7,2.0,2.98,1.47,247,34.4,true,true,true,26,Lunch,India
4859,Molokhia (Fresh),,Egyptian,Egyptian,250,531.2,25.5,47.3,20.4,7.5,17.6,513,900,167,8.7,135,161,745,148.5,2.0,6.35,7.51,285,56.5,false,false,true,26,Breakfast,Egypt
4860,Cashews (High Protein),,Nuts,International,150,1031.2,28.7,30.8,65.7,1.6,14.4,314,520,489,4.6,192,228,1394,135.2,1.5,2.03,3.17,130,52.7,true,true,true,24,Dinner,USA
4861,Cashews (Traditional),,Nuts,International,90,497.7,18.2,14.7,49.8,7.6,12.1,475,830,500,7.7,9,247,329,144.9,7.4,7.62,3.15,153,72.4,true,true,true,32,Breakfast,India
4862,Cheddar Cheese (Raw),,Dairy,International,250,276.8,21.3,16.9,13.5,10.7,3.6,40,1071,468,9.1,70,127,890,19.5,3.9,0.22,5.79,551,92.2,false,true,true,75,Lunch,Turkey
4863,Bulgur (Organic),,Grains,International,200,316.2,10.9,79.6,3.9,8.2,4.0,26,123,130,0.9,196,0,834,60.3,5.6,6.93,5.97,374,22.7,true,true,true,65,Dinner,USA
4864,Pistachios (Roasted),,Nuts,International,90,524.3,17.9,15.1,43.3,1.1,14.1,941,270,100,3.1,58,360,575,85.7,11.1,3.25,3.37,399,66.3,true,true,true,67,Lunch,France
4865,Cucumber (Organic),,Vegetable,International,200,70.8,3.6,12.9,0.6,6.2,4.8,953,569,139,2.7,68,0,353,41.2,2.5,0.67,3.09,496,84.1,true,true,true,85,Lunch,Italy
4866,Peanuts (Raw),,Nuts,International,90,543.1,18.2,16.5,45.5,5.2,15.4,23,1153,103,6.3,152,217,1483,60.2,9.3,6.49,2.97,81,59.4,true,true,true,24,Dinner,Turkey
4867,Mozzarella (Cooked),,Dairy,International,75,93.8,5.3,4.0,5.2,9.7,15.4,247,241,10,5.8,208,389,1420,131.7,10.0,0.17,5.94,317,85.3,false,true,true,28,Snack,Turkey
4868,Radish (Steamed),,Vegetable,International,300,91.1,6.6,22.8,0.9,11.3,15.8,953,1063,135,4.8,196,0,219,136.5,2.8,7.31,2.0,31,88.5,true,true,true,87,Dinner,USA
4869,Feta (Organic),,Dairy,International,100,131.7,8.9,5.2,6.8,11.3,0.8,54,998,282,6.7,197,192,147,35.2,0.9,2.86,5.0,458,42.0,false,true,true,69,Breakfast,India
4870,Shrimp (Fresh),,Protein,International,300,563.0,68.6,3.4,26.8,0.6,19.8,71,1038,54,3.4,181,351,148,145.6,1.7,3.0,7.31,526,39.5,false,false,true,70,Lunch,Italy
4871,Tuna (Low Fat),,Protein,International,75,158.6,17.8,0.7,6.9,3.8,6.2,286,873,42,1.0,104,172,832,63.8,6.7,0.02,3.74,654,39.8,false,false,true,58,Breakfast,France
4872,Tuna (Fried),,Protein,International,75,143.4,16.5,0.7,7.5,6.1,10.1,1164,1031,24,9.6,159,252,287,96.3,3.7,5.58,6.11,229,76.0,false,false,true,34,Lunch,Japan
4873,Lean Beef (Premium),,Protein,International,300,573.3,69.8,3.0,28.2,11.3,6.9,539,97,201,5.1,113,110,393,40.7,0.2,7.68,6.38,347,90.1,false,false,true,46,Lunch,Japan
4874,Cucumber (Fresh),,Vegetable,International,150,44.8,3.2,10.8,0.5,3.9,10.0,116,146,89,1.8,142,0,769,48.7,11.9,6.93,1.65,579,71.1,true,true,true,34,Dinner,Mexico
4875,Pasta (Low Fat),,Grains,International,300,482.6,20.6,102.7,6.1,5.0,9.1,304,1172,430,1.1,240,0,1074,8.7,1.3,3.48,3.51,85,56.5,true,true,true,22,Dinner,Japan
4876,Mombar (Fried),,Egyptian,Egyptian,300,752.5,30.2,70.9,28.6,5.0,3.6,362,1070,469,6.5,49,89,538,20.5,2.9,4.9,4.39,543,32.7,false,false,true,24,Dinner,Egypt
4877,Kebab (Raw),,Egyptian,Egyptian,200,448.8,20.4,46.6,19.0,8.6,18.9,796,1149,275,7.5,136,142,282,54.3,10.6,2.66,6.22,453,56.2,false,false,true,54,Dinner,Egypt
4878,Duck (Grilled),,Protein,International,50,91.0,13.1,0.5,4.4,1.2,11.5,221,171,49,5.6,244,38,572,76.0,1.5,6.83,0.46,454,79.9,false,false,true,56,Lunch,Italy
4879,Cottage Cheese (Roasted),,Dairy,International,75,103.0,5.8,4.8,5.1,9.7,4.9,201,407,225,4.3,154,370,230,78.1,7.4,5.68,0.67,531,28.6,false,true,true,69,Breakfast,France
4880,Okra (Steamed),,Vegetable,International,250,93.4,4.4,17.1,0.8,3.7,18.0,172,895,346,9.5,111,0,71,106.2,2.7,1.11,3.01,84,87.3,true,true,true,38,Snack,India
4881,Barley (Baked),,Grains,International,50,91.6,3.3,17.2,1.1,11.0,13.7,1001,210,388,2.7,242,0,1027,25.1,8.3,5.48,5.37,557,77.4,true,true,true,87,Snack,USA
4882,Walnuts (Raw),,Nuts,International,300,1950.5,69.0,53.6,152.5,7.3,7.2,819,563,417,8.2,212,230,61,131.1,5.0,4.0,1.6,514,77.2,true,true,true,74,Dinner,France
4883,Duck (With Sauce),,Protein,International,50,90.0,11.3,0.5,5.7,2.1,8.9,69,1022,10,9.2,240,225,1138,111.4,5.5,6.02,7.06,317,33.9,false,false,true,58,Dinner,Mexico
4884,Labneh (With Rice),,Dairy,International,75,98.3,5.6,5.0,4.5,8.6,18.4,746,341,354,3.2,69,72,1195,138.1,7.6,3.14,6.07,277,57.5,false,true,true,86,Breakfast,Turkey
4885,Cabbage (With Vegetables),,Vegetable,International,75,26.6,1.4,5.6,0.2,6.2,6.3,859,227,294,3.8,10,0,606,15.7,3.4,6.29,1.05,94,64.2,true,true,true,46,Breakfast,Turkey
4886,Radish (High Protein),,Vegetable,International,120,43.5,2.2,7.7,0.4,6.5,15.9,360,1167,272,9.8,230,0,904,19.4,1.9,1.58,4.77,414,84.1,true,true,true,57,Dinner,Italy
4887,Fig (Homemade),,Fruit,International,150,102.9,1.7,22.9,0.7,10.1,18.4,103,109,10,1.0,20,0,452,117.7,4.6,4.23,3.35,385,77.9,true,true,true,42,Lunch,France
4888,Cauliflower (Roasted),,Vegetable,International,80,25.7,1.5,5.2,0.3,4.6,8.8,300,943,393,4.7,162,0,1342,42.7,7.8,5.09,6.46,674,51.2,true,true,true,62,Dinner,France
4889,Peanuts (Steamed),,Nuts,International,80,486.1,15.0,15.2,35.4,0.3,5.1,1118,557,6,5.3,38,374,1427,107.2,8.6,5.11,1.72,21,32.8,true,true,true,30,Snack,France
4890,Milk (Cooked),,Dairy,International,300,382.6,24.9,20.2,16.2,9.2,9.9,793,209,312,3.3,136,26,1271,76.1,5.3,4.7,1.44,270,46.5,false,true,true,77,Breakfast,Italy
4891,Chicken Breast (Baked),,Protein,International,150,315.5,31.6,1.5,13.6,8.0,7.2,1048,700,102,3.6,133,230,829,135.9,7.2,7.78,3.59,61,22.5,false,false,true,87,Lunch,Japan
4892,Hazelnuts (With Sauce),,Nuts,International,250,1530.0,44.5,49.7,109.3,4.0,16.1,1047,1029,409,1.2,73,135,1213,131.3,2.3,2.67,5.0,443,61.1,true,true,true,56,Lunch,France
4893,Quinoa (High Protein),,Grains,International,250,509.1,12.9,90.9,5.1,5.9,16.9,764,263,496,8.4,159,0,1495,93.6,1.4,0.0,7.82,394,34.5,true,true,true,77,Breakfast,France
4894,Mango (Spicy),,Fruit,International,90,49.4,0.9,14.2,0.4,1.4,6.5,628,697,412,6.4,120,0,1105,65.8,8.2,3.37,4.38,368,87.5,true,true,true,43,Breakfast,France
4895,Duck (With Sauce),,Protein,International,180,385.1,44.1,2.0,17.8,7.7,5.0,923,766,334,3.1,169,263,273,5.5,6.7,1.51,0.74,273,43.3,false,false,true,30,Breakfast,Turkey
4896,Feta (Grilled),,Dairy,International,200,207.1,16.6,11.6,13.6,7.0,5.7,418,119,354,2.6,76,348,493,126.5,6.4,3.61,1.62,295,33.7,false,true,true,85,Breakfast,Turkey
4897,Sugar Cane Juice (Steamed),,Egyptian,Egyptian,200,490.0,21.6,48.8,15.6,8.8,10.0,903,988,25,4.4,217,320,700,50.6,1.9,4.72,5.91,375,62.0,false,false,true,56,Snack,Egypt
4898,Onion (Steamed),,Vegetable,International,300,116.9,5.3,20.9,1.0,1.5,0.8,1058,941,478,8.3,221,0,571,24.1,5.1,1.11,6.05,610,94.9,true,true,true,22,Dinner,Turkey
4899,Carrot (Raw),,Vegetable,International,150,44.6,3.1,11.1,0.4,6.2,1.2,726,756,482,1.9,179,0,626,64.0,2.2,3.68,5.18,134,66.8,true,true,true,65,Snack,Japan
4900,Hawawshi (Fresh),,Egyptian,Egyptian,75,150.3,8.0,17.3,6.7,5.6,4.2,379,590,63,1.8,22,247,507,87.4,3.2,1.85,2.41,210,47.4,false,false,true,26,Breakfast,Egypt
4901,Whole Wheat Bread (Cooked),,Grains,International,180,323.5,10.8,72.3,3.2,11.9,6.1,616,625,234,1.9,220,0,628,100.8,10.6,0.81,5.87,325,45.7,true,true,true,58,Breakfast,Turkey
